threadsLectura,threadsMaximo,cantArchivos,TIEMPO_MAX,TIEMPO_CARGAR,EXPERIMENTO
1,1,1,0.1431865,14.7116,5
1,2,1,0.10000400000000001,14.3097,5
1,3,1,0.108009,14.57265,5
1,4,1,0.136232,14.008199999999999,5
1,5,1,0.170656,14.41765,5
1,6,1,0.18294549999999998,14.7897,5
1,7,1,0.2056095,15.0168,5
1,8,1,0.2426045,14.95505,5
