threadsLectura,threadsMaximo,cantArchivos,TIEMPO_MAX,TIEMPO_CARGAR,EXPERIMENTO
1,1,1,0.14966400000000002,12.22315,5
1,2,1,0.098315,12.1701,5
1,3,1,0.110368,11.86595,5
1,4,1,0.139695,11.27795,5
1,5,1,0.188512,11.406849999999999,5
1,6,1,0.198704,12.61665,5
1,7,1,0.2213365,11.69025,5
1,8,1,0.24207450000000003,11.9848,5
