threadsLectura,threadsMaximo,cantArchivos,TIEMPO_MAX,TIEMPO_CARGAR
10,8,44,0.171352,90.3071
10,8,45,0.11671,95.4567
10,8,46,0.118851,95.767
10,8,47,0.118327,99.6374
10,8,48,0.116237,100.632
10,8,49,0.116818,105.347
10,9,1,0.139756,3.59675
10,9,2,0.135273,6.12316
10,9,3,0.135926,6.70905
10,9,4,0.132926,7.55687
10,9,5,0.129136,8.30203
10,9,6,0.13294,8.85816
10,9,7,0.130679,9.92398
10,9,8,0.133027,10.4547
10,9,9,0.131332,11.0321
10,9,10,0.130564,11.3281
10,9,11,0.132258,16.0468
10,9,12,0.150165,17.5332
10,9,13,0.13179,19.6094
10,9,14,0.135754,21.3776
10,9,15,0.134525,24.2534
10,9,16,0.133042,25.4685
10,9,17,0.134986,28.526
10,9,18,0.13159,29.5423
10,9,19,0.132041,32.9471
10,9,20,0.134354,34.6338
10,9,21,0.136044,38.9997
10,9,22,0.139259,40.0341
10,9,23,0.133078,43.6749
10,9,24,0.13862,44.4022
10,9,25,0.134434,48.6484
10,9,26,0.136647,49.2903
10,9,27,0.133767,52.0215
10,9,28,0.131699,54.1482
10,9,29,0.131256,56.1672
10,9,30,0.133233,57.0775
10,9,31,0.139295,63.5406
10,9,32,0.133358,64.7409
10,9,33,0.162712,66.8188
10,9,34,0.138944,68.5742
10,9,35,0.132563,71.1352
10,9,36,0.133833,72.9021
10,9,37,0.134682,74.075
10,9,38,0.131158,75.3752
10,9,39,0.131347,79.9391
10,9,40,0.131088,81.2908
10,9,41,0.131025,88.0691
10,9,42,0.129998,84.9502
10,9,43,0.134609,92.3002
10,9,44,0.139226,89.5854
10,9,45,0.137009,94.9966
10,9,46,0.13516,94.3808
10,9,47,0.135033,100.784
10,9,48,0.133619,99.4229
10,9,49,0.131119,104.344
10,10,1,0.210527,3.5658
10,10,2,0.1484,5.93053
10,10,3,0.15882,6.77688
10,10,4,0.148251,7.35095
10,10,5,0.147693,8.48163
10,10,6,0.145429,8.81438
10,10,7,0.144407,9.75227
10,10,8,0.143275,10.834
10,10,9,0.144791,11.0861
10,10,10,0.144228,11.0616
10,10,11,0.147815,16.2258
10,10,12,0.172077,19.7635
10,10,13,0.169499,19.2053
10,10,14,0.149795,21.5827
10,10,15,0.149565,23.7498
10,10,16,0.149676,26.2615
10,10,17,0.146088,28.2052
10,10,18,0.149909,30.4915
10,10,19,0.146018,33.0278
10,10,20,0.147448,34.9613
10,10,21,0.149226,39.7997
10,10,22,0.149892,41.1822
10,10,23,0.151566,43.2143
10,10,24,0.150628,45.3138
10,10,25,0.147676,47.4601
10,10,26,0.146474,48.4178
10,10,27,0.145576,52.2691
10,10,28,0.158678,54.9907
10,10,29,0.145674,56.6968
10,10,30,0.147053,57.9155
10,10,31,0.151391,61.6072
10,10,32,0.147025,63.8774
10,10,33,0.149434,66.2446
10,10,34,0.161261,68.3722
10,10,35,0.146701,71.2997
10,10,36,0.159493,70.6216
10,10,37,0.146764,72.7008
10,10,38,0.149078,76.9652
10,10,39,0.147418,78.8656
10,10,40,0.147113,82.0565
10,10,41,0.149154,88.3626
10,10,42,0.162785,86.8338
10,10,43,0.150096,91.4488
10,10,44,0.156807,91.3981
10,10,45,0.153547,93.6827
10,10,46,0.147401,94.9585
10,10,47,0.15148,99.2725
10,10,48,0.146837,100.259
10,10,49,0.147044,101.752
10,11,1,0.217742,3.58183
10,11,2,0.162435,6.11849
10,11,3,0.181723,6.88784
10,11,4,0.165214,7.28818
10,11,5,0.162646,8.59094
10,11,6,0.162377,8.82794
10,11,7,0.159762,9.99368
10,11,8,0.161031,10.5451
10,11,9,0.161257,11.1379
10,11,10,0.162318,11.5395
10,11,11,0.161525,16.3078
10,11,12,0.168127,17.4633
10,11,13,0.171234,18.6924
10,11,14,0.167201,22.2634
10,11,15,0.168176,23.9067
10,11,16,0.166411,25.7302
10,11,17,0.161287,28.7989
10,11,18,0.16205,30.6914
10,11,19,0.165407,32.5211
10,11,20,0.158857,35.314
10,11,21,0.157985,39.7261
10,11,22,0.161881,41.8394
10,11,23,0.16706,42.6502
10,11,24,0.167921,45.0929
10,11,25,0.169903,47.6928
10,11,26,0.165068,48.7206
10,11,27,0.158723,52.2636
10,11,28,0.161017,56.2222
10,11,29,0.158376,56.8948
10,11,30,0.16046,58.1911
10,11,31,0.161221,64.8943
10,11,32,0.163664,66.1174
10,11,33,0.170256,67.8852
10,11,34,0.16457,68.8339
10,11,35,0.160616,71.1763
10,11,36,0.161704,72.8735
10,11,37,0.16144,76.0208
10,11,38,0.162496,77.417
10,11,39,0.163338,80.5001
10,11,40,0.160517,81.0885
10,11,41,0.162789,85.1522
10,11,42,0.162138,87.2494
10,11,43,0.166427,91.5296
10,11,44,0.167771,91.9689
10,11,45,0.16014,95.8198
10,11,46,0.168845,96.2994
10,11,47,0.165816,101.661
10,11,48,0.16268,98.2056
10,11,49,0.162787,102.15
10,12,1,0.239771,3.5828
10,12,2,0.177519,6.11519
10,12,3,0.201642,6.76809
10,12,4,0.176628,7.7296
10,12,5,0.180187,8.78654
10,12,6,0.178216,9.13265
10,12,7,0.172004,9.63654
10,12,8,0.175912,10.5825
10,12,9,0.175078,11.1586
10,12,10,0.179345,11.3916
10,12,11,0.180722,16.7549
10,12,12,0.223512,18.3532
10,12,13,0.176894,19.7096
10,12,14,0.18059,21.4019
10,12,15,0.181029,24.5046
10,12,16,0.179335,25.9093
10,12,17,0.177212,28.4655
10,12,18,0.177292,30.331
10,12,19,0.175204,33.906
10,12,20,0.175415,34.5971
10,12,21,0.177456,39.743
10,12,22,0.19623,40.8696
10,12,23,0.179297,43.3593
10,12,24,0.180473,44.771
10,12,25,0.184685,47.3855
10,12,26,0.179345,48.0971
10,12,27,0.172967,53.475
10,12,28,0.176904,54.4164
10,12,29,0.179182,55.6942
10,12,30,0.176432,59.025
10,12,31,0.18309,61.887
10,12,32,0.191245,64.1478
10,12,33,0.179137,68.022
10,12,34,0.178886,68.0496
10,12,35,0.181717,69.1595
10,12,36,0.178752,71.9212
10,12,37,0.180434,76.4748
10,12,38,0.178188,77.7781
10,12,39,0.17656,79.9934
10,12,40,0.174155,81.389
10,12,41,0.178383,87.0875
10,12,42,0.191125,86.852
10,12,43,0.180583,91.5924
10,12,44,0.178286,91.2769
10,12,45,0.179762,92.0719
10,12,46,0.179168,95.9024
10,12,47,0.176764,102.022
10,12,48,0.176755,99.013
10,12,49,0.180026,101.866
10,13,1,0.223721,3.57889
10,13,2,0.201084,6.09097
10,13,3,0.205298,6.90579
10,13,4,0.193828,7.29221
10,13,5,0.190112,8.56366
10,13,6,0.18915,9.03954
10,13,7,0.193223,9.50089
10,13,8,0.193611,10.6034
10,13,9,0.188637,10.9793
10,13,10,0.191525,11.5623
10,13,11,0.194375,16.286
10,13,12,0.195054,17.8757
10,13,13,0.196645,21.0146
10,13,14,0.200686,22.383
10,13,15,0.192446,23.9009
10,13,16,0.203013,25.7372
10,13,17,0.193451,28.3719
10,13,18,0.192314,29.621
10,13,19,0.191776,33.4537
10,13,20,0.192313,35.7824
10,13,21,0.191732,39.8229
10,13,22,0.19211,41.1534
10,13,23,0.193859,43.636
10,13,24,0.194259,46.2405
10,13,25,0.227595,48.7811
10,13,26,0.19357,50.5165
10,13,27,0.189331,51.8695
10,13,28,0.191925,54.07
10,13,29,0.19008,55.6265
10,13,30,0.191083,58.7808
10,13,31,0.1948,62.1122
10,13,32,0.200115,63.6703
10,13,33,0.192832,66.9851
10,13,34,0.192998,68.7326
10,13,35,0.198785,72.1446
10,13,36,0.190679,73.233
10,13,37,0.191008,77.7264
10,13,38,0.195332,75.7752
10,13,39,0.197078,79.8048
10,13,40,0.191857,81.3329
10,13,41,0.196264,86.2577
10,13,42,0.193349,90.2876
10,13,43,0.193669,90.0442
10,13,44,0.201327,91.926
10,13,45,0.193783,93.6129
10,13,46,0.196183,98.5173
10,13,47,0.196269,100.763
10,13,48,0.191222,96.7613
10,13,49,0.19232,106.163
10,14,1,0.266996,3.59981
10,14,2,0.213328,6.01251
10,14,3,0.210298,6.7995
10,14,4,0.210751,7.56146
10,14,5,0.208927,8.40743
10,14,6,0.20989,8.91641
10,14,7,0.208847,9.86362
10,14,8,0.207129,10.635
10,14,9,0.206906,11.0389
10,14,10,0.213309,11.5138
10,14,11,0.215079,16.3147
10,14,12,0.223415,17.6651
10,14,13,0.210415,19.7928
10,14,14,0.209465,21.2567
10,14,15,0.205027,24.6187
10,14,16,0.205979,25.6931
10,14,17,0.210662,28.0715
10,14,18,0.209308,30.7898
10,14,19,0.205407,33.4071
10,14,20,0.203906,35.5483
10,14,21,0.208076,39.7389
10,14,22,0.216059,40.6827
10,14,23,0.206092,43.575
10,14,24,0.222191,44.4625
10,14,25,0.207441,47.4769
10,14,26,0.209462,49.5511
10,14,27,0.207192,53.3947
10,14,28,0.204643,52.0407
10,14,29,0.206825,56.9471
10,14,30,0.203265,57.167
10,14,31,0.205106,63.9748
10,14,32,0.211755,64.9434
10,14,33,0.254236,67.8371
10,14,34,0.20775,68.935
10,14,35,0.208881,69.5293
10,14,36,0.214112,71.266
10,14,37,0.206807,76.5289
10,14,38,0.208391,77.5379
10,14,39,0.205201,80.3588
10,14,40,0.210753,81.5323
10,14,41,0.207848,88.2016
10,14,42,0.209373,85.7023
10,14,43,0.210854,92.0377
10,14,44,0.252945,90.6615
10,14,45,0.212846,95.5009
10,14,46,0.213205,95.3803
10,14,47,0.205849,99.297
10,14,48,0.207023,99.1558
10,14,49,0.203956,104.208
10,15,1,0.243677,3.58043
10,15,2,0.223935,6.06265
10,15,3,0.226817,7.00276
10,15,4,0.223976,7.63894
10,15,5,0.21891,8.42152
10,15,6,0.221433,8.96473
10,15,7,0.218141,9.67328
10,15,8,0.222241,10.5718
10,15,9,0.220798,11.2456
10,15,10,0.220823,11.5391
10,15,11,0.226425,16.232
10,15,12,0.228431,17.2444
10,15,13,0.231026,19.4072
10,15,14,0.223738,21.9635
10,15,15,0.219401,23.9778
10,15,16,0.233864,25.1332
10,15,17,0.221884,28.2785
10,15,18,0.221994,30.4126
10,15,19,0.222653,32.4885
10,15,20,0.222475,34.982
10,15,21,0.22055,39.9503
10,15,22,0.226805,42.1861
10,15,23,0.222169,44.0614
10,15,24,0.233239,44.2043
10,15,25,0.227843,48.7656
10,15,26,0.222912,49.4477
10,15,27,0.220895,52.895
10,15,28,0.221094,53.1231
10,15,29,0.217585,56.3222
10,15,30,0.22201,57.7598
10,15,31,0.228865,62.4895
10,15,32,0.219771,65.4969
10,15,33,0.228946,66.9925
10,15,34,0.231318,67.8807
10,15,35,0.218592,71.9965
10,15,36,0.225428,74.3084
10,15,37,0.233379,75.9912
10,15,38,0.223429,76.1794
10,15,39,0.223069,80.0454
10,15,40,0.22354,81.1434
10,15,41,0.223619,86.6358
10,15,42,0.232437,87.1389
10,15,43,0.225672,89.1479
10,15,44,0.226491,91.8575
10,15,45,0.230301,92.4324
10,15,46,0.222666,94.8095
10,15,47,0.222651,98.9912
10,15,48,0.220928,99.0687
10,15,49,0.224942,104.325
10,16,1,0.260019,3.56488
10,16,2,0.241145,6.00572
10,16,3,0.242372,6.94163
10,16,4,0.239052,7.83792
10,16,5,0.237514,8.45635
10,16,6,0.236528,8.93029
10,16,7,0.239907,10.2103
10,16,8,0.242066,10.3795
10,16,9,0.234651,11.1867
10,16,10,0.234699,11.3129
10,16,11,0.242733,16.1273
10,16,12,0.252894,17.4246
10,16,13,0.238741,19.6193
10,16,14,0.237947,21.2339
10,16,15,0.236273,24.4246
10,16,16,0.234627,25.7701
10,16,17,0.242324,28.5115
10,16,18,0.236569,30.3037
10,16,19,0.23537,33.4899
10,16,20,0.235446,34.2291
10,16,21,0.249178,40.5155
10,16,22,0.246803,40.9352
10,16,23,0.237699,42.2402
10,16,24,0.237911,45.0818
10,16,25,0.238157,47.664
10,16,26,0.241288,48.2235
10,16,27,0.239999,51.6267
10,16,28,0.236396,55.9302
10,16,29,0.232978,56.1738
10,16,30,0.234934,58.7324
10,16,31,0.235447,62.7652
10,16,32,0.233552,63.8221
10,16,33,0.236372,66.7427
10,16,34,0.236946,67.1694
10,16,35,0.236448,72.9795
10,16,36,0.23697,73.9789
10,16,37,0.236912,74.876
10,16,38,0.233679,76.4598
10,16,39,0.235225,82.605
10,16,40,0.240304,79.8022
10,16,41,0.244492,87.0474
10,16,42,0.240293,87.4145
10,16,43,0.247269,92.4741
10,16,44,0.241947,91.7577
10,16,45,0.251054,95.9304
10,16,46,0.234919,95.6987
10,16,47,0.238663,101.112
10,16,48,0.23418,102.736
10,16,49,0.238047,103.475
10,17,1,0.260434,3.56667
10,17,2,0.255385,5.99076
10,17,3,0.253648,6.61649
10,17,4,0.2483,7.58612
10,17,5,0.250357,8.79422
10,17,6,0.248794,8.36938
10,17,7,0.248464,10.0673
10,17,8,0.252657,10.4819
10,17,9,0.249184,10.9995
10,17,10,0.248713,11.3312
10,17,11,0.252937,15.9517
10,17,12,0.257882,17.3483
10,17,13,0.253481,19.8033
10,17,14,0.254624,21.8358
10,17,15,0.261224,23.8329
10,17,16,0.249189,25.4192
10,17,17,0.250859,27.9921
10,17,18,0.251703,30.2664
10,17,19,0.249013,33.691
10,17,20,0.248013,35.0884
10,17,21,0.253354,38.7841
10,17,22,0.26655,41.7532
10,17,23,0.252339,44.5956
10,17,24,0.259762,45.2605
10,17,25,0.252562,47.9137
10,17,26,0.252083,48.652
10,17,27,0.25288,52.9012
10,17,28,0.251448,54.4969
10,17,29,0.248903,57.428
10,17,30,0.250378,57.739
10,17,31,0.257903,61.1758
10,17,32,0.25244,64.8766
10,17,33,0.259422,66.4945
10,17,34,0.264302,67.1631
10,17,35,0.251986,71.1933
10,17,36,0.2491,71.1797
10,17,37,0.252456,75.9741
10,17,38,0.251178,79.2839
10,17,39,0.249042,81.4382
10,17,40,0.25189,82.9217
10,17,41,0.26462,88.1441
10,17,42,0.24913,85.7736
10,17,43,0.260887,89.8615
10,17,44,0.259991,92.7409
10,17,45,0.259975,93.2107
10,17,46,0.257319,94.1944
10,17,47,0.258145,97.1179
10,17,48,0.25241,101.511
10,17,49,0.256977,101.92
10,18,1,0.291887,3.58839
10,18,2,0.267617,6.05568
10,18,3,0.284304,6.84072
10,18,4,0.26784,7.55055
10,18,5,0.266361,8.41129
10,18,6,0.260585,8.74862
10,18,7,0.262881,9.69842
10,18,8,0.26593,10.5342
10,18,9,0.258264,10.9095
10,18,10,0.262235,11.4605
10,18,11,0.264286,16.0609
10,18,12,0.265713,17.4921
10,18,13,0.280921,21.4479
10,18,14,0.273413,22.3824
10,18,15,0.276005,23.8059
10,18,16,0.265531,25.8532
10,18,17,0.269404,29.1618
10,18,18,0.264317,29.6389
10,18,19,0.268472,32.931
10,18,20,0.264128,34.203
10,18,21,0.265128,38.48
10,18,22,0.26774,41.3489
10,18,23,0.266393,43.1094
10,18,24,0.283027,44.2563
10,18,25,0.27578,47.554
10,18,26,0.265937,48.9191
10,18,27,0.266475,51.9559
10,18,28,0.266982,53.7118
10,18,29,0.266083,58.0425
10,18,30,0.268577,58.1286
10,18,31,0.263799,63.5299
10,18,32,0.2871,65.7979
10,18,33,0.271375,67.329
10,18,34,0.283467,66.1666
10,18,35,0.264105,72.0775
10,18,36,0.266316,70.9659
10,18,37,0.269254,76.0953
10,18,38,0.266025,76.3727
10,18,39,0.268314,79.7409
10,18,40,0.27014,81.4956
10,18,41,0.274358,86.2662
10,18,42,0.265732,86.0996
10,18,43,0.266404,90.6848
10,18,44,0.271473,93.2273
10,18,45,0.270472,96.6303
10,18,46,0.271323,96.502
10,18,47,0.270463,99.9094
10,18,48,0.268062,101.269
10,18,49,0.272086,106.348
10,19,1,0.316824,3.5659
10,19,2,0.279595,6.0241
10,19,3,0.288317,6.90472
10,19,4,0.283697,7.71274
10,19,5,0.283542,8.1261
10,19,6,0.280273,9.51473
10,19,7,0.280625,9.76545
10,19,8,0.28115,10.6645
10,19,9,0.277656,11.0163
10,19,10,0.280509,11.2093
10,19,11,0.291286,16.0438
10,19,12,0.301575,18.2029
10,19,13,0.278207,19.1479
10,19,14,0.29252,22.9633
10,19,15,0.285612,24.2924
10,19,16,0.282437,26.4224
10,19,17,0.283414,27.8501
10,19,18,0.280186,29.779
10,19,19,0.279435,33.2782
10,19,20,0.282562,34.6634
10,19,21,0.283739,40.6356
10,19,22,0.290222,42.15
10,19,23,0.286808,42.9786
10,19,24,0.29064,45.7055
10,19,25,0.281803,47.8907
10,19,26,0.291666,48.8025
10,19,27,0.280824,52.1631
10,19,28,0.278637,53.5619
10,19,29,0.285209,57.1379
10,19,30,0.278525,58.8253
10,19,31,0.282777,63.9166
10,19,32,0.283092,64.8791
10,19,33,0.279777,66.9484
10,19,34,0.278262,67.3183
10,19,35,0.286568,69.2302
10,19,36,0.280107,72.6282
10,19,37,0.278717,73.7823
10,19,38,0.280625,76.9706
10,19,39,0.285987,81.7276
10,19,40,0.284832,81.1441
10,19,41,0.288793,86.3789
10,19,42,0.278582,87.5722
10,19,43,0.287325,89.2853
10,19,44,0.28229,90.708
10,19,45,0.284711,95.9302
10,19,46,0.288897,94.5181
10,19,47,0.280186,99.1052
10,19,48,0.281198,102.972
10,19,49,0.286214,105.9
10,20,1,0.356872,3.58469
10,20,2,0.300909,6.13941
10,20,3,0.309455,6.91345
10,20,4,0.299109,7.58857
10,20,5,0.296991,8.34239
10,20,6,0.291559,9.17447
10,20,7,0.293,10.019
10,20,8,0.294886,10.4082
10,20,9,0.294364,11.3365
10,20,10,0.294315,11.4152
10,20,11,0.294493,16.2682
10,20,12,0.296676,17.9936
10,20,13,0.297403,20.7826
10,20,14,0.295814,21.598
10,20,15,0.307703,24.6522
10,20,16,0.293084,25.6214
10,20,17,0.300101,27.7132
10,20,18,0.293912,30.5342
10,20,19,0.299303,32.4659
10,20,20,0.296434,34.2846
10,20,21,0.294199,39.3285
10,20,22,0.298655,40.0871
10,20,23,0.296515,43.9039
10,20,24,0.311954,44.6609
10,20,25,0.29888,47.4898
10,20,26,0.29881,48.8355
10,20,27,0.292941,52.0548
10,20,28,0.297303,53.3489
10,20,29,0.298286,57.2082
10,20,30,0.304967,58.3
10,20,31,0.301449,62.6831
10,20,32,0.299331,63.9447
10,20,33,0.307665,68.76
10,20,34,0.30521,69.8176
10,20,35,0.295858,71.213
10,20,36,0.303574,72.5775
10,20,37,0.30265,77.2251
10,20,38,0.298152,76.5163
10,20,39,0.299248,78.9767
10,20,40,0.29622,81.2169
10,20,41,0.296392,86.7292
10,20,42,0.304299,86.0978
10,20,43,0.300917,88.9054
10,20,44,0.299686,88.4187
10,20,45,0.306468,95.1725
10,20,46,0.299449,94.9868
10,20,47,0.295856,98.3245
10,20,48,0.295437,95.9701
10,20,49,0.296993,103.967
10,21,1,0.331725,3.56339
10,21,2,0.312225,6.1065
10,21,3,0.310273,6.81495
10,21,4,0.342785,7.7069
10,21,5,0.311076,8.66254
10,21,6,0.30698,9.27283
10,21,7,0.304409,9.87572
10,21,8,0.30886,10.6014
10,21,9,0.314339,11.1621
10,21,10,0.312095,11.5305
10,21,11,0.309425,16.0543
10,21,12,0.320062,17.8344
10,21,13,0.310376,19.6346
10,21,14,0.317218,20.696
10,21,15,0.310821,23.2952
10,21,16,0.315932,26.2611
10,21,17,0.316234,28.01
10,21,18,0.31024,29.7574
10,21,19,0.310706,33.0541
10,21,20,0.316069,34.983
10,21,21,0.314471,38.8031
10,21,22,0.315953,40.2415
10,21,23,0.317994,43.0406
10,21,24,0.321161,45.3232
10,21,25,0.318881,46.8638
10,21,26,0.311498,49.9885
10,21,27,0.309669,51.9605
10,21,28,0.310571,52.4345
10,21,29,0.309577,57.0822
10,21,30,0.309922,58.5279
10,21,31,0.311599,60.831
10,21,32,0.314392,63.0115
10,21,33,0.321902,67.9297
10,21,34,0.31949,66.9785
10,21,35,0.311096,71.3884
10,21,36,0.313246,71.1561
10,21,37,0.315591,77.8601
10,21,38,0.315661,76.4663
10,21,39,0.319296,81.7054
10,21,40,0.312276,83.4279
10,21,41,0.315221,87.6504
10,21,42,0.33712,89.1352
10,21,43,0.314763,91.9783
10,21,44,0.319872,92.0625
10,21,45,0.313139,92.483
10,21,46,0.313837,95.3225
10,21,47,0.310193,101.475
10,21,48,0.31169,100.904
10,21,49,0.311518,102.597
10,22,1,0.352461,3.56851
10,22,2,0.332876,6.07083
10,22,3,0.32912,6.73375
10,22,4,0.323376,7.48574
10,22,5,0.322674,8.31345
10,22,6,0.321281,9.04898
10,22,7,0.319774,9.54135
10,22,8,0.319842,10.6068
10,22,9,0.323236,11.1437
10,22,10,0.327019,11.4521
10,22,11,0.324983,16.0648
10,22,12,0.366525,16.7332
10,22,13,0.330706,19.4438
10,22,14,0.33446,21.2617
10,22,15,0.33309,24.1485
10,22,16,0.326618,25.9715
10,22,17,0.325138,28.2358
10,22,18,0.329212,29.5214
10,22,19,0.325427,33.7352
10,22,20,0.328704,34.893
10,22,21,0.327832,40.1337
10,22,22,0.333081,41.3031
10,22,23,0.325351,45.0067
10,22,24,0.328283,44.5707
10,22,25,0.332966,48.0921
10,22,26,0.3303,48.1564
10,22,27,0.326923,53.6714
10,22,28,0.323385,52.5817
10,22,29,0.32245,56.3231
10,22,30,0.324272,56.2874
10,22,31,0.331105,61.7224
10,22,32,0.337872,65.4052
10,22,33,0.333362,67.565
10,22,34,0.325638,65.4562
10,22,35,0.332008,71.6858
10,22,36,0.333718,72.8148
10,22,37,0.331319,75.354
10,22,38,0.326565,78.3154
10,22,39,0.324596,77.695
10,22,40,0.323407,81.8638
10,22,41,0.324285,85.6833
10,22,42,0.349771,90.1566
10,22,43,0.330293,90.836
10,22,44,0.331118,91.8658
10,22,45,0.335291,96.1602
10,22,46,0.331797,96.7185
10,22,47,0.322109,98.7478
10,22,48,0.32236,100.627
10,22,49,0.323704,103.173
10,23,1,0.35827,3.61305
10,23,2,0.34383,6.21913
10,23,3,0.338338,6.89993
10,23,4,0.343357,7.47404
10,23,5,0.338806,8.25476
10,23,6,0.338591,9.2364
10,23,7,0.340643,9.65597
10,23,8,0.334994,10.4754
10,23,9,0.340616,11.2226
10,23,10,0.341655,11.5009
10,23,11,0.341374,16.2588
10,23,12,0.341878,17.6879
10,23,13,0.339875,19.555
10,23,14,0.358739,21.7079
10,23,15,0.342103,23.2413
10,23,16,0.342355,25.8407
10,23,17,0.345828,28.9237
10,23,18,0.341624,30.054
10,23,19,0.339376,33.5789
10,23,20,0.340375,34.702
10,23,21,0.346802,39.7009
10,23,22,0.339349,41.6971
10,23,23,0.3474,43.5677
10,23,24,0.348655,46.6566
10,23,25,0.342164,48.2019
10,23,26,0.344146,49.2122
10,23,27,0.342067,52.0164
10,23,28,0.340256,53.6928
10,23,29,0.339785,56.0336
10,23,30,0.346853,58.4073
10,23,31,0.340262,61.713
10,23,32,0.351189,63.6034
10,23,33,0.34114,68.1639
10,23,34,0.344964,70.4483
10,23,35,0.342893,73.1383
10,23,36,0.347813,73.5215
10,23,37,0.342505,74.1651
10,23,38,0.343097,76.6081
10,23,39,0.342526,79.9225
10,23,40,0.343492,80.8588
10,23,41,0.340509,87.9433
10,23,42,0.343989,85.1042
10,23,43,0.350398,92.354
10,23,44,0.337915,93.4026
10,23,45,0.344595,92.5435
10,23,46,0.342166,96.1363
10,23,47,0.344507,97.6092
10,23,48,0.345133,101.37
10,23,49,0.341739,105.945
10,24,1,0.378599,3.58947
10,24,2,0.367987,6.04586
10,24,3,0.373575,6.98911
10,24,4,0.356026,7.82698
10,24,5,0.361343,8.5213
10,24,6,0.357039,8.93637
10,24,7,0.353737,9.70067
10,24,8,0.352778,10.53
10,24,9,0.35819,10.8791
10,24,10,0.35314,11.2412
10,24,11,0.358604,16.2679
10,24,12,0.383018,17.488
10,24,13,0.359143,20.2862
10,24,14,0.368417,21.8275
10,24,15,0.361306,24.1818
10,24,16,0.355023,25.6098
10,24,17,0.36011,29.1161
10,24,18,0.354964,29.5103
10,24,19,0.355004,33.5882
10,24,20,0.36762,35.1147
10,24,21,0.359614,39.4899
10,24,22,0.35791,40.7996
10,24,23,0.360584,42.7282
10,24,24,0.374171,43.7697
10,24,25,0.366617,46.2516
10,24,26,0.35426,49.3231
10,24,27,0.353534,53.1422
10,24,28,0.353604,53.888
10,24,29,0.350434,56.3875
10,24,30,0.354175,57.242
10,24,31,0.358217,62.7866
10,24,32,0.362618,65.7362
10,24,33,0.3599,66.476
10,24,34,0.36567,68.1712
10,24,35,0.350182,72.1035
10,24,36,0.355291,73.4669
10,24,37,0.353692,75.8465
10,24,38,0.354958,78.2095
10,24,39,0.357634,80.2382
10,24,40,0.354593,81.9862
10,24,41,0.360703,86.4594
10,24,42,0.364215,85.8428
10,24,43,0.371684,89.6809
10,24,44,0.3612,92.5327
10,24,45,0.364468,95.5716
10,24,46,0.361564,97.1865
10,24,47,0.356127,99.2286
10,24,48,0.356337,97.6579
10,24,49,0.35487,104.083
10,25,1,0.394373,3.55335
10,25,2,0.369407,6.08901
10,25,3,0.399917,6.62824
10,25,4,0.376417,7.90653
10,25,5,0.371933,8.58755
10,25,6,0.368961,9.00691
10,25,7,0.36666,9.92554
10,25,8,0.366069,10.6373
10,25,9,0.365669,11.3257
10,25,10,0.366489,11.1501
10,25,11,0.375709,16.0583
10,25,12,0.379618,20.0802
10,25,13,0.378658,18.926
10,25,14,0.375871,22.2571
10,25,15,0.367626,24.3803
10,25,16,0.376593,26.008
10,25,17,0.372488,27.999
10,25,18,0.366718,29.9461
10,25,19,0.375012,32.8243
10,25,20,0.371137,34.1405
10,25,21,0.37119,39.0918
10,25,22,0.382148,41.1197
10,25,23,0.375953,43.0784
10,25,24,0.387988,45.8105
10,25,25,0.375414,48.3267
10,25,26,0.372034,49.0663
10,25,27,0.370572,51.5556
10,25,28,0.368085,54.7758
10,25,29,0.36674,58.2542
10,25,30,0.366621,58.3288
10,25,31,0.375336,62.8309
10,25,32,0.394365,64.2399
10,25,33,0.368242,67.8217
10,25,34,0.372795,69.1125
10,25,35,0.37132,73.9576
10,25,36,0.379632,72.1868
10,25,37,0.372636,74.6087
10,25,38,0.37489,75.9394
10,25,39,0.373006,80.735
10,25,40,0.369042,81.4989
10,25,41,0.373267,86.7
10,25,42,0.375035,87.8669
10,25,43,0.371018,90.7061
10,25,44,0.378368,94.0399
10,25,45,0.370764,96.1017
10,25,46,0.374959,96.071
10,25,47,0.372336,101.436
10,25,48,0.376203,99.5091
10,25,49,0.373023,103.825
10,26,1,0.420986,3.57697
10,26,2,0.389897,6.03847
10,26,3,0.39613,6.87079
10,26,4,0.386371,7.4219
10,26,5,0.385399,8.37648
10,26,6,0.383288,9.10011
10,26,7,0.381991,9.49721
10,26,8,0.383172,10.4993
10,26,9,0.386441,11.071
10,26,10,0.387067,11.1325
10,26,11,0.389624,16.08
10,26,12,0.383564,17.7358
10,26,13,0.388263,20.0426
10,26,14,0.386797,22.0869
10,26,15,0.389279,23.2684
10,26,16,0.385428,25.4139
10,26,17,0.384255,28.2149
10,26,18,0.385206,30.0849
10,26,19,0.379789,32.3056
10,26,20,0.383841,34.5213
10,26,21,0.383636,40.058
10,26,22,0.392153,41.2803
10,26,23,0.389688,43.5006
10,26,24,0.382838,45.4219
10,26,25,0.383979,48.21
10,26,26,0.394384,49.1422
10,26,27,0.384997,52.4006
10,26,28,0.383935,53.205
10,26,29,0.38323,57.2161
10,26,30,0.386192,57.4806
10,26,31,0.381238,64.8644
10,26,32,0.388738,63.2963
10,26,33,0.387168,66.5003
10,26,34,0.391766,66.8331
10,26,35,0.390521,72.3667
10,26,36,0.381478,73.3242
10,26,37,0.383657,75.3357
10,26,38,0.385345,77.2714
10,26,39,0.383686,80.1306
10,26,40,0.382058,79.6483
